id,title,type,institution,country,year,matched_variant
/199/item_XIPARSZVIZMG3ONVF7RT4OHMUMIRK7JZ,Der Schnitter,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XJEH7E4J4HBOAWY2MP36FWZ6W2HGSJAF,Spaziergänger im Park mit fallenden Blättern,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XNUQSSLZCMS3EOSHIOWTIQ2PGEF3RSTB,Zwei Bäuerinnen beim Graben,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XO5QORU6LU6SDSZWX3IPZRWP3QOASFSK,Alter Mann seinen Kopf in den Händen haltend,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XOTCHNQBQCTHMGVYKNUI2POOFZ5LBX3S,Vestibül des Hospitals bei Saint-Rémy,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XUXR5B2AAW7KO5IPC6EU6PW3F4J5OWSP,Der Holzhauer,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XV4UMFQNNG5WL5GIJNLBPFWI427IIJCD,L 'Arlésienne,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XW3G4UVP4PNLYC6FPE2BUMZUMPU2KKFG,Landscape with Farmhouses,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_XYQP5SHO7HC5MTI3RQ35GFWYCB3YT7O6,Der Briefträger Joseph Roulin,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Y4UVK7V7IXHND3PJ4RUGGYRM7XYSUMYH,Field with plow and harrow,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Y62EXOCWJ56NQTY6DCDPWTB37H7CFA7M,Trees in the garden of Saint-Rémy,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YKK262BYNBMBI7OZ4FAJ6TROW4YW436W,Gärten von Montmartre,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YOJRNLEJNSOVA2N4A5MCHZGPY53HJPBC,Obstgarten in Arles,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YOTYIA4QZVC3BOOWGUDLOSRDPDCRRZWH,Der gute Samariter,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YRI3GDG6B2HBQPN3URTZPGJBFTNAI7IZ,Bildnis des Doktor Gachet,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YROFA6AN6E5G53LIQTFC4KDPMI54QHK3,Zypressen,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YUUHZCH66EOZT4SQX7U6DRAXNJLAK663,Spaziergänger in einem öffentlichen Park im Regen,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YUYJNKFCRSHRX3C57TC2ZAWLOZSKOHO6,Weg mit Eingang zu einem Aussichtspunkt,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Z53Q445HBQVFBHT72EMZJ7EJP3YUXWGV,Wäscherinnen am Fluß,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Z5P34ATPBZHD4Z4TGNJJ4PIHJCATFSHY,Obstgarten in der Provence,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Z6PV2I6RNYQGS2SBRETJEUXX66GA5PKK,Mohnfeld,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_Z7H5LJOAZTDBITMDUAUAVROOJQONCT7F,Mountain landscape with enclosed field at sunrise,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_ZIMYWHJ7TPOOLAUU66F4IZ5KTZYHJ4WX,Das Pfarrhaus in Nuenen,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_ZSV6Y27UIUDUIU4XNBX2TEH6XTP3J7QX,"The Zuave, sitting",IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_ZTHIVI5LAWECKH5RDOJ2FT6P2POME47U,Bauer beim Holzhacken,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_3YO7JW7AC2HPRU7TUVZBDFSKME6PAA5J,Selbstbildnis mit Blumentapete,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_6OO4OWWWX7E3KTBZZK7VPL4HTADAWIQC,Der Garten der Heilanstalt Saint-Paul-de-Mausole / Der Irrenhausgarten von Saint Rémy / Le parc de l'hôpital (Saint Rémy),IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_CMC72SBZ7LPRY2T64VZJYELVQ2A5QV3V,Portrait of a Woman,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_O3RK3QWY4PAJISHNKYRLUUISKXZYOAXV,Landschaft bei Arles,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_T2KQDSD2S3LOWEVIV4MOUREVWNN24YYY,Bildnis des Armand Roulin,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_URRRIZHA2KTQHSW3GJ6NU7JH6GAGYZW4,Kornfelder mit Mäher,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YASL36A46LX2LS2BGL2NWACMALUPWF6U,Die Arena von Arles,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_YNR2A4HOECRNKWHHQ2LE5G6GNXEKZ7XF,Rain Landscape,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_ZFNIFI57MQ7UY3W5QTE7FLBDROFNCJFX,Zwei Frauen,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_ZYE3SCEOPKIB37WZ2EU53PACLQVM4OS2,Harvest/grain field with cutter/Le Moissonneur/Kornfeld with mower at sunrise,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_NXYPVWAPVD7UO2QAR4D3XZTEM5P6ARXU,At Montmartre,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/199/item_X53ISUGI26BQQK6ZG23XVAUADKROU3D2,Straße in Eindhoven,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/180/10622_753D9215_1F4A_43F2_9C38_1A4703D448A4_cho,"Wever en weefstoel Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,International Institute of Social History,Netherlands,1884,"Gogh, Vincent van"
/180/10622_955D1858_4D8D_45F4_9F3A_1B0FF56D1179_cho,"Wever en weefstoel Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,International Institute of Social History,Netherlands,1884,"Gogh, Vincent van"
/180/10622_9639403C_3E02_4734_8E41_5D2E1E390F2D_cho,"Uit: Bro 284/4. De Spinster. Origineel schilderij in Stedelijk Museum, Amsterdam; inv.nr.: B 3630",IMAGE,International Institute of Social History,Netherlands,,"Gogh, Vincent van"
/180/10622_99C34C37_CF32_4998_AB85_EC91DA0E0785_cho,"De aardappeleters Origineel schilderij in Rijksmuseum Kröller-Müller, Otterlo",IMAGE,International Institute of Social History,Netherlands,,"Gogh, Vincent van"
/2021602/0680681509D30F3864A32CCE17A36A7C3F395F4D,Brieven aan zijn broeder. Deel 3,TEXT,Digital Library for Dutch Literature,Netherlands,1914,"Gogh, Vincent van"
/2021602/49F6AA722113CEC52AF36FD548085DD223FE21F8,Brieven aan zijn broeder. Deel 1,TEXT,Digital Library for Dutch Literature,Netherlands,1914,"Gogh, Vincent van"
/2021602/8DF27B4CF28C8254E2536DEBA96332C8D4390C18,Brieven aan zijn broeder (3 delen),TEXT,Digital Library for Dutch Literature,Netherlands,1914,"Gogh, Vincent van"
/2021602/A4A05B39CB7D9746E3FD59E55F28FA586860A66A,Brieven aan zijn broeder. Deel 2,TEXT,Digital Library for Dutch Literature,Netherlands,1914,"Gogh, Vincent van"
/199/item_DOIGOBUI4LMIA6RL3YECVHQ3DOWH6ASU,Winter,IMAGE,German Documentation Center for Art History - Marburg Picture Index,Germany,,"Gogh, Vincent van"
/916113/S_FV_object_FVM152624,Tavla,IMAGE,Swedish Air Force Museum,Sweden,,"van Gogh, Vincent"
